2005.508551,0.100229,0.01054,0.041577,0.000799,0.000824,0.003244,0.009113,-0.011112,-0.128964,173836650,2005,7,5,11,57,30
2005.511289,0.09909,0.009717,0.037745,0.00075,0.000805,0.003124,0.04536,-0.114948,-0.159424,173923050,2005,7,6,11,57,30
2005.514027,0.101962,0.010353,0.041572,0.000794,0.000856,0.003339,0.050934,0.044606,-0.114701,174009450,2005,7,7,11,57,30
2005.516765,0.100039,0.007789,0.044967,0.000762,0.00082,0.003245,0.002767,0.104499,-0.116201,174095850,2005,7,8,11,57,30
2005.519502,0.101721,0.009698,0.034639,0.000777,0.000814,0.003281,0.005333,-0.032822,-0.14194,174182250,2005,7,9,11,57,30
2005.52224,0.100164,0.009981,0.031254,0.000754,0.000806,0.003162,0.023633,-0.114281,-0.137015,174268650,2005,7,10,11,57,30
2005.524978,0.099994,0.009382,0.037448,0.000752,0.000796,0.003148,0.035058,-0.089919,-0.130951,174355050,2005,7,11,11,57,30
2005.527716,0.10024,0.009854,0.038901,0.000743,0.000796,0.003067,0.031553,0.03968,-0.089953,174441450,2005,7,12,11,57,30
2005.530454,0.100591,0.009033,0.037114,0.000753,0.000815,0.003138,0.055236,0.062031,-0.093053,174527850,2005,7,13,11,57,30
2005.533192,0.09739,0.010286,0.037269,0.000782,0.000823,0.003236,0.004263,0.037603,-0.11546,174614250,2005,7,14,11,57,30
2005.53593,0.099905,0.007723,0.052307,0.000795,0.000839,0.003381,0.014293,0.082328,-0.127588,174700650,2005,7,15,11,57,30
2005.538667,0.100105,0.008757,0.037146,0.000786,0.000836,0.003314,0.031632,-0.018575,-0.07678,174787050,2005,7,16,11,57,30
2005.541405,0.100325,0.009429,0.043842,0.000759,0.000817,0.003205,0.007441,-0.089528,-0.085926,174873450,2005,7,17,11,57,30
2005.544143,0.098357,0.010207,0.050707,0.000756,0.000805,0.00319,0.000947,0.178169,-0.125331,174959850,2005,7,18,11,57,30
2005.546881,0.101242,0.011084,0.048872,0.000787,0.000822,0.003345,0.037593,-0.147441,-0.097679,175046250,2005,7,19,11,57,30
2005.549619,0.100442,0.010853,0.038564,0.000768,0.000823,0.00328,0.044873,-0.21353,-0.110049,175132650,2005,7,20,11,57,30
2005.552357,0.10006,0.007481,0.041251,0.000763,0.000804,0.003186,0.042501,-0.058329,-0.106893,175219050,2005,7,21,11,57,30
2005.555094,0.09593,0.008624,0.032602,0.000754,0.000819,0.003168,0.028012,0.010732,-0.093007,175305450,2005,7,22,11,57,30
2005.557832,0.100429,0.009091,0.041541,0.000762,0.000801,0.003101,0.031629,0.337666,-0.084613,175391850,2005,7,23,11,57,30
2005.56057,0.100419,0.006047,0.042285,0.000769,0.000799,0.00308,0.004114,0.185698,-0.108931,175478250,2005,7,24,11,57,30
2005.563308,0.097019,0.007339,0.045863,0.000758,0.000802,0.003045,0.008247,0.106812,-0.105269,175564650,2005,7,25,11,57,30
2005.566046,0.097588,0.00816,0.046577,0.000772,0.000822,0.00324,-0.045656,0.186834,-0.14217,175651050,2005,7,26,11,57,30
2005.568784,0.097234,0.008761,0.039364,0.000794,0.000814,0.003145,0.028137,0.056618,-0.120483,175737450,2005,7,27,11,57,30
2005.571522,0.099518,0.0083,0.043608,0.000784,0.000809,0.0031,-0.007942,0.161795,-0.110096,175823850,2005,7,28,11,57,30
2005.574259,0.099357,0.010225,0.042733,0.00078,0.000815,0.003132,0.01774,0.086558,-0.103353,175910250,2005,7,29,11,57,30
2005.576997,0.096791,0.009042,0.039102,0.000804,0.000855,0.003334,0.016573,-0.113885,-0.073018,175996650,2005,7,30,11,57,30
2005.579735,0.096925,0.008063,0.044081,0.000748,0.000797,0.002998,0.006193,0.059174,-0.102728,176083050,2005,7,31,11,57,30
2005.582473,0.094311,0.008946,0.039454,0.000778,0.000815,0.003159,0.003937,0.199691,-0.12465,176169450,2005,8,1,11,57,30
2005.585211,0.097968,0.010533,0.05387,0.000797,0.000847,0.003255,0.026371,0.05981,-0.10688,176255850,2005,8,2,11,57,30
2005.587949,0.097458,0.007775,0.031596,0.000795,0.000854,0.003378,0.009959,0.113178,-0.098104,176342250,2005,8,3,11,57,30
2005.590687,0.09617,0.008866,0.036952,0.000742,0.000816,0.003109,0.037494,0.138706,-0.051311,176428650,2005,8,4,11,57,30
2005.593424,0.09552,0.010568,0.049689,0.000741,0.000796,0.003059,0.026486,0.085756,-0.131995,176515050,2005,8,5,11,57,30
2005.596162,0.096817,0.009776,0.038576,0.000743,0.000807,0.003073,0.032219,0.012715,-0.091779,176601450,2005,8,6,11,57,30
2005.5989,0.099859,0.007786,0.041203,0.000742,0.000802,0.003043,0.024206,0.106125,-0.075512,176687850,2005,8,7,11,57,30
2005.601638,0.101514,0.005691,0.047906,0.000752,0.000807,0.003118,0.016483,0.057214,-0.150055,176774250,2005,8,8,11,57,30
2005.604376,0.097381,0.010758,0.046533,0.000783,0.000852,0.003349,0.021795,0.158476,-0.135807,176860650,2005,8,9,11,57,30
2005.607114,0.097979,0.01064,0.044341,0.000733,0.0008,0.003042,0.029818,0.048878,-0.150706,176947050,2005,8,10,11,57,30
2005.609852,0.097409,0.008783,0.047967,0.000785,0.000884,0.003266,-0.009541,0.133184,-0.14538,177033450,2005,8,11,11,57,30
2005.612589,0.097183,0.007956,0.041271,0.000777,0.000871,0.003231,0.027071,0.031972,-0.115086,177119850,2005,8,12,11,57,30
2005.615327,0.097288,0.009219,0.046342,0.00075,0.00082,0.003144,0.03538,0.058558,-0.130759,177206250,2005,8,13,11,57,30
2005.618065,0.096168,0.011852,0.051147,0.000756,0.00084,0.00317,0.003294,0.05453,-0.095405,177292650,2005,8,14,11,57,30
2005.620803,0.096263,0.010036,0.039652,0.000782,0.000835,0.003272,0.033761,-0.136321,-0.14926,177379050,2005,8,15,11,57,30
2005.623541,0.099586,0.00784,0.041312,0.000781,0.00085,0.003191,0.019629,0.139768,-0.115671,177465450,2005,8,16,11,57,30
2005.626279,0.101724,0.008123,0.059035,0.000771,0.000852,0.00316,0.014631,0.164123,-0.075376,177551850,2005,8,17,11,57,30
2005.629016,0.09733,0.011356,0.044065,0.000738,0.000827,0.00311,0.027383,0.041732,-0.101242,177638250,2005,8,18,11,57,30
